table_schema,table_name,column_name,ordinal_position,data_type,is_nullable,column_default,character_maximum_length,numeric_precision,numeric_scale
public,warranty_reminder,id,1,bigint,NO,,,64.0,0.0
public,warranty_reminder,reminder_duration_before,2,bigint,NO,,,64.0,0.0
public,warranty_reminder,system_id,3,bigint,YES,,,64.0,0.0
public,warranty_reminder,facility_id,4,bigint,NO,,,64.0,0.0
public,warranty_reminder_recipient,recipient_id,1,bigint,NO,,,64.0,0.0
public,warranty_reminder_recipient,warranty_reminder_id,2,bigint,NO,,,64.0,0.0
public,xml_import_entry,id,1,bigint,NO,nextval('xml_import_entry_id_seq'::regclass),,64.0,0.0
public,xml_import_entry,cobie_entity,2,character varying,NO,,255.0,,
public,xml_import_entry,is_acked,3,boolean,NO,false,,,
public,xml_import_entry,file_operation_id,4,bigint,NO,,,64.0,0.0
public,xml_import_entry,parent_name,5,character varying,YES,,255.0,,
public,xml_import_entry,parent_entity,6,character varying,YES,,255.0,,
public,xml_import_entry,content_txt,7,text,YES,,,,
public,zone,id,1,bigint,NO,,,64.0,0.0
public,zone,name,2,character varying,NO,,255.0,,
public,zone,created_on,3,timestamp without time zone,YES,,,,
public,zone,ext_system,4,character varying,YES,,255.0,,
public,zone,ext_object,5,character varying,YES,,255.0,,
public,zone,ext_identifier,6,character varying,YES,,255.0,,
public,zone,category,7,character varying,YES,,255.0,,
public,zone,image_guid,8,character varying,YES,,255.0,,
public,zone,owning_facility_id,9,bigint,NO,,,64.0,0.0
public,zone,created_by_id,10,bigint,YES,,,64.0,0.0
public,zone,ifc_reference,11,character varying,YES,,255.0,,
public,zone,created_by_user,12,character varying,YES,,50.0,,
public,zone,created_date,13,timestamp without time zone,YES,now(),,,
public,zone,last_modified_by,14,character varying,YES,,50.0,,
public,zone,last_modified_date,15,timestamp without time zone,YES,,,,
public,zone,predefined_type,16,character varying,YES,,255.0,,
public,zone,model_id,17,bigint,YES,,,64.0,0.0
public,zone,description_txt,18,text,YES,,,,
public,zone_attributes,attributes_id,1,bigint,NO,,,64.0,0.0
public,zone_attributes,zones_id,2,bigint,NO,,,64.0,0.0
public,zone_attributes_aud,zones_id,1,bigint,NO,,,64.0,0.0
public,zone_attributes_aud,attributes_id,2,bigint,NO,,,64.0,0.0
public,zone_attributes_aud,rev,3,bigint,NO,,,64.0,0.0
public,zone_attributes_aud,revend,4,bigint,YES,,,64.0,0.0
public,zone_attributes_aud,revtype,5,smallint,YES,,,16.0,0.0
public,zone_aud,id,1,bigint,NO,,,64.0,0.0
public,zone_aud,name,2,character varying,YES,,255.0,,
public,zone_aud,created_on,3,timestamp without time zone,YES,,,,
public,zone_aud,ext_system,4,character varying,YES,,255.0,,
public,zone_aud,ext_object,5,character varying,YES,,255.0,,
public,zone_aud,ext_identifier,6,character varying,YES,,255.0,,
public,zone_aud,category,7,character varying,YES,,255.0,,
public,zone_aud,ifc_reference,8,character varying,YES,,255.0,,
public,zone_aud,image_guid,9,character varying,YES,,255.0,,
public,zone_aud,owning_facility_id,10,bigint,YES,,,64.0,0.0
public,zone_aud,created_by_id,11,bigint,YES,,,64.0,0.0
public,zone_aud,rev,12,bigint,NO,,,64.0,0.0
public,zone_aud,revend,13,bigint,YES,,,64.0,0.0
public,zone_aud,revtype,14,smallint,NO,,,16.0,0.0
public,zone_aud,created_by_user,15,character varying,YES,,50.0,,
public,zone_aud,created_date,16,timestamp without time zone,YES,now(),,,
public,zone_aud,last_modified_by,17,character varying,YES,,50.0,,
public,zone_aud,last_modified_date,18,timestamp without time zone,YES,,,,
public,zone_aud,predefined_type,19,character varying,YES,,255.0,,
public,zone_aud,description_txt,20,text,YES,,,,
public,zone_documents,documents_id,1,bigint,NO,,,64.0,0.0
public,zone_documents,zones_id,2,bigint,NO,,,64.0,0.0
public,zone_documents_aud,zones_id,1,bigint,NO,,,64.0,0.0
public,zone_documents_aud,documents_id,2,bigint,NO,,,64.0,0.0
public,zone_documents_aud,rev,3,bigint,NO,,,64.0,0.0
public,zone_documents_aud,revend,4,bigint,YES,,,64.0,0.0
public,zone_documents_aud,revtype,5,smallint,YES,,,16.0,0.0
